OPE ID,School,academic_year,State,Zip Code,School Type,dl_sub_rec,dl_sub_#loans_disbursed,dl_sub_$loans_disbursed,dl_unsub_underg_rec,dl_unsub_underg#loans_disbursed,dl_unsub_underg$loans_disbursed,dl_unsub_grad_rec,dl_unsub_grad#loans_disbursed,dl_unsub_grad$loans_disbursed,dl_parentplus_rec,dl_parentplus#loans_disbursed,dl_parentplus$loans_disbursed,dl_gradplus_rec,dl_gradplus#loans_disbursed,dl_gradplus$loans_disbursed
100200,ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,2020-2021,AL,357621357,Public,3034,5887,11737977,2900,5929,9331661,722,1581,11163839,982,1996,13293484,153,362,1291075
100300,FAULKNER UNIVERSITY,2020-2021,AL,361093398,Private-Nonprofit,1289,3733,5134451,1385,4227,5534065,766,2611,10753738,189,409,1930723,194,573,4532638
100400,UNIVERSITY OF MONTEVALLO,2020-2021,AL,351156000,Public,973,1897,3758966,1093,2203,4018904,248,520,3533049,228,483,2712922,28,45,254168
100500,ALABAMA STATE UNIVERSITY,2020-2021,AL,361045714,Public,2158,4213,8265804,2167,4611,7005813,359,753,6364934,511,1169,5731623,177,474,2196389
100700,CENTRAL ALABAMA COMMUNITY COLLEGE,2020-2021,AL,350100000,Public,223,448,664603,116,255,343678,-,-, -,3,6,29426,-,-, -
100800,ATHENS STATE UNIVERSITY,2020-2021,AL,356111999,Public,1163,1982,4423362,1101,1893,6005225,145,255,1921558,28,52,178909,-,-, -
100900,AUBURN UNIVERSITY,2020-2021,AL,368495113,Public,5478,10330,22784403,6472,12144,24277869,1992,4139,46493752,1672,3428,45540510,472,1018,10702110
101200,BIRMINGHAM-SOUTHERN COLLEGE,2020-2021,AL,352540002,Private-Nonprofit,363,681,1480602,487,963,1886871,-,-, -,162,316,2703957,-,-, -
101300,CALHOUN COMMUNITY COLLEGE,2020-2021,AL,356710000,Public,1224,2379,3413366,1322,2723,4772673,-,-, -,9,19,47461,-,-, -
101500,ENTERPRISE STATE COMMUNITY COLLEGE,2020-2021,AL,363311300,Public,317,558,879343,312,578,1055602,-,-, -,-,-, -,-,-, -
101600,UNIVERSITY OF NORTH ALABAMA,2020-2021,AL,356320001,Public,2172,4228,8487690,2175,4338,8284303,1057,2233,13631002,360,737,4188573,34,75,266408
101900,HUNTINGDON COLLEGE,2020-2021,AL,361062148,Private-Nonprofit,523,981,2109376,634,1268,2340023,4,4,52526,214,404,2837903,-,-, -
102000,JACKSONVILLE STATE UNIVERSITY,2020-2021,AL,362651602,Public,3312,5951,12810605,3396,6391,13100926,962,1840,13218405,576,1058,5598479,26,31,176570
102200,JEFFERSON STATE COMMUNITY COLLEGE,2020-2021,AL,352153098,Public,1775,3044,5185123,620,1284,1737067,-,-, -,-,-, -,-,-, -
102300,JUDSON COLLEGE,2020-2021,AL,367562504,Private-Nonprofit,137,317,485626,140,312,382302,-,-, -,26,56,168447,-,-, -
102400,UNIVERSITY OF WEST ALABAMA,2020-2021,AL,354700000,Public,1615,2927,5918641,1491,2775,5971318,3200,6775,42486914,242,453,3020009,199,426,3075426
102600,MARION MILITARY INSTITUTE,2020-2021,AL,367563214,Public,106,185,297820,148,313,486217,-,-, -,25,57,180914,-,-, -
102800,MILES COLLEGE,2020-2021,AL,350642697,Private-Nonprofit,1196,2386,4456009,1205,2818,4078772,-,-, -,289,530,1763494,-,-, -
102900,UNIVERSITY OF MOBILE,2020-2021,AL,366630220,Private-Nonprofit,668,1346,2646966,747,1565,2765480,186,440,2663291,159,337,2209605,21,62,211883
103100,NORTHEAST ALABAMA COMMUNITY COLLEGE,2020-2021,AL,359860159,Public,339,585,945139,118,280,339143,-,-, -,-,-, -,-,-, -
103300,OAKWOOD UNIVERSITY,2020-2021,AL,358960001,Private-Nonprofit,810,1528,3370108,859,1775,3182844,28,49,501401,144,269,1850396,3,5,33850
103600,SAMFORD UNIVERSITY,2020-2021,AL,352297000,Private-Nonprofit,685,1283,2864055,975,1813,3819377,1454,2946,32017342,371,734,7619779,1081,2461,23419085
103800,SNEAD STATE COMMUNITY COLLEGE,2020-2021,AL,359570734,Public,276,486,803969,262,478,936955,-,-, -,3,6,20000,-,-, -
104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,2020-2021,AL,362760000,Public,732,1670,2114434,781,1917,2758728,-,-, -,14,29,87750,-,-, -
104100,SPRING HILL COLLEGE,2020-2021,AL,366081791,Private-Nonprofit,525,1047,2167013,615,1258,2125386,42,96,600733,177,345,2754885,-,-, -
104400,STILLMAN COLLEGE,2020-2021,AL,354011430,Private-Nonprofit,552,1053,2117379,550,1154,2063844,-,-, -,107,212,1083108,-,-, -
104600,TALLADEGA COLLEGE,2020-2021,AL,351602354,Private-Nonprofit,970,1784,3820683,982,1813,4691054,19,40,271055,187,352,1817539,-,-, -
104700,TROY UNIVERSITY,2020-2021,AL,360820001,Public,5783,13973,21922896,5880,14169,24729508,1983,5321,29291089,626,1238,7482732,230,487,2474730
105000,TUSKEGEE UNIVERSITY,2020-2021,AL,360881645,Private-Nonprofit,1341,2690,5767696,1364,3057,4630221,303,687,10088771,685,1602,15343143,235,603,7190520
105100,UNIVERSITY OF ALABAMA,2020-2021,AL,354870120,Public,8523,15622,34394035,10248,19549,38422236,2282,4296,34000634,3041,6029,84452029,386,691,5510863
105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2020-2021,AL,352941150,Public,5167,9812,20209830,5548,10642,21939438,4366,9599,91559025,785,1601,11149290,1126,2853,25684024
105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,2020-2021,AL,358990001,Public,2260,4077,9007740,2509,4572,10747356,499,900,6773264,287,546,3978337,31,52,345604
105700,UNIVERSITY OF SOUTH ALABAMA,2020-2021,AL,366880002,Public,4012,7470,16022677,4137,7962,15955798,3094,5869,51114341,1527,2980,22399917,1235,2429,14356937
106000,COASTAL ALABAMA COMMUNITY COLLEGE,2020-2021,AL,365072698,Public,1262,2337,3597026,1366,2496,4840589,-,-, -,19,43,129713,-,-, -
106100,ALASKA PACIFIC UNIVERSITY,2020-2021,AK,995084672,Private-Nonprofit,145,258,579855,135,226,601639,61,104,838543,6,11,56782,4,7,80506
106300,UNIVERSITY OF ALASKA FAIRBANKS,2020-2021,AK,997757500,Public,1050,1766,3861085,1043,1730,5064370,160,301,2271317,35,65,549207,9,16,139109
106500,UNIVERSITY OF ALASKA SOUTHEAST,2020-2021,AK,998018680,Public,226,366,820598,240,397,1244046,90,144,1141754,10,20,114368,18,28,167298
107100,ARIZONA WESTERN COLLEGE,2020-2021,AZ,853658847,Public,36,110,107896,16,52,40787,-,-, -,-,-, -,-,-, -
107200,COCHISE COLLEGE,2020-2021,AZ,856352317,Public,206,395,665079,190,356,753482,-,-, -,5,9,120873,-,-, -
107400,GRAND CANYON UNIVERSITY,2020-2021,AZ,850173030,Proprietary,44180,78282,157729009,44456,81084,196544859,36647,76227,500700113,2471,4600,29464881,1029,2193,15632787
107600,GLENDALE COMMUNITY COLLEGE,2020-2021,AZ,853023090,Public,1369,2492,4029097,450,885,1477121,-,-, -,-,-, -,-,-, -
107700,MESA COMMUNITY COLLEGE,2020-2021,AZ,852024866,Public,1579,2908,4678959,485,926,1616764,-,-, -,11,22,101865,-,-, -
107800,PHOENIX COLLEGE,2020-2021,AZ,850134234,Public,1047,1990,3072861,365,776,1200179,-,-, -,-,-, -,-,-, -
107900,YAVAPAI COLLEGE,2020-2021,AZ,863013297,Public,319,623,1036738,328,647,1409302,-,-, -,2,6,13411,-,-, -
108100,ARIZONA STATE UNIVERSITY,2020-2021,AZ,852870412,Public,37771,66896,153713734,35747,64569,176809235,11506,21508,174701651,5934,11949,116328811,5587,11250,80341299
108200,NORTHERN ARIZONA UNIVERSITY,2020-2021,AZ,860110001,Public,7148,12770,28331703,7727,14341,33828777,2189,3910,32492362,2134,4112,33107409,530,1140,9174051
108300,UNIVERSITY OF ARIZONA (THE),2020-2021,AZ,857210066,Public,8583,15738,34418840,8732,16650,38203391,3582,7163,75857256,3159,6907,68935517,1070,2276,19515960
108500,UNIVERSITY OF ARKANSAS AT MONTICELLO,2020-2021,AR,716560000,Public,876,1705,3152768,901,1868,3655717,332,821,4124713,52,103,283877,5,11,24063
108600,UNIVERSITY OF ARKANSAS AT PINE BLUFF,2020-2021,AR,716012790,Public,1453,2811,5413083,1418,3205,4297564,84,214,784991,239,507,1921171,-,-, -
108700,ARKANSAS BAPTIST COLLEGE,2020-2021,AR,722026099,Private-Nonprofit,287,784,984559,310,870,949004,-,-, -,12,28,71448,-,-, -
108800,LYON COLLEGE,2020-2021,AR,725013699,Private-Nonprofit,267,459,1069699,337,566,1113403,-,-, -,74,107,588730,-,-, -
108900,ARKANSAS TECH UNIVERSITY,2020-2021,AR,728012222,Public,2873,6163,10007977,2780,5982,10783111,392,983,4804686,285,618,2594399,22,48,160655
109000,ARKANSAS STATE UNIVERSITY,2020-2021,AR,724010000,Public,3387,6119,13046840,3563,6702,15912241,3867,7792,46424477,340,648,3427202,307,529,3935111
109100,ARKANSAS STATE UNIVERSITY - BEEBE,2020-2021,AR,720121000,Public,342,725,998100,333,751,1118131,-,-, -,3,6,14572,-,-, -
109200,UNIVERSITY OF CENTRAL ARKANSAS,2020-2021,AR,720350001,Public,2982,5470,11400182,3174,6260,12209496,877,1891,11223697,590,1180,5546323,178,307,1158079
109300,CENTRAL BAPTIST COLLEGE,2020-2021,AR,720346470,Private-Nonprofit,311,610,1113222,338,661,1363126,-,-, -,78,144,853632,-,-, -
109400,UNIVERSITY OF THE OZARKS,2020-2021,AR,728302880,Private-Nonprofit,267,492,954077,299,561,947367,-,-, -,31,61,320542,-,-, -
109500,CROWLEY'S RIDGE COLLEGE,2020-2021,AR,724509775,Private-Nonprofit,123,223,462466,135,277,494630,-,-, -,49,90,379303,-,-, -
109700,HARDING UNIVERSITY,2020-2021,AR,721490001,Private-Nonprofit,1138,2392,5144384,1474,3136,6640290,684,1439,15930901,442,823,6762855,277,580,6249357
109800,HENDERSON STATE UNIVERSITY,2020-2021,AR,719990001,Public,1071,1929,4131765,1058,2050,3793608,316,598,4258980,128,249,1607659,21,38,160290
109900,HENDRIX COLLEGE,2020-2021,AR,720323080,Private-Nonprofit,293,492,1166680,410,731,1667816,5,8,70750,95,159,1194374,-,-, -
110000,JOHN BROWN UNIVERSITY,2020-2021,AR,727612747,Private-Nonprofit,568,1026,2274938,605,1091,2369182,337,757,4010234,143,258,1394985,4,6,60648
110100,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,2020-2021,AR,722041099,Public,2784,4762,10726416,2673,4738,13233438,978,1828,15411647,146,279,1413943,450,903,4893588
110200,OUACHITA BAPTIST UNIVERSITY,2020-2021,AR,719980001,Private-Nonprofit,442,816,1761205,606,1171,2368030,38,53,363484,147,278,2053155,-,-, -
110300,PHILANDER SMITH COLLEGE,2020-2021,AR,722023718,Private-Nonprofit,574,1128,2382508,522,1050,2028902,-,-, -,85,176,858595,-,-, -
110500,SHORTER COLLEGE,2020-2021,AR,721144885,Private-Nonprofit,218,713,687189,235,776,1145929,-,-, -,-,-, -,-,-, -
110600,WILLIAMS BAPTIST UNIVERSITY,2020-2021,AR,724764661,Private-Nonprofit,264,469,977997,303,779,1019314,18,39,138129,76,127,547229,-,-, -
110700,SOUTHERN ARKANSAS UNIVERSITY,2020-2021,AR,717535000,Public,1244,2432,4752364,1372,2824,5376565,647,1495,8782024,256,542,2249062,76,177,870288
110800,UNIVERSITY OF ARKANSAS,2020-2021,AR,727010000,Public,5275,10685,22033284,7091,14770,31052119,1223,2485,18199524,1487,2927,25587614,215,407,2627129
110900,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,2020-2021,AR,722057102,Public,430,886,1767641,394,777,2084439,1164,2247,31377924,41,89,371158,619,1279,10240515
111000,UNIVERSITY OF ARKANSAS AT FORT SMITH,2020-2021,AR,729047397,Public,1766,3367,6619693,1503,2899,6329819,30,60,475810,60,123,644894,-,-, -
111100,ALLAN HANCOCK COLLEGE,2020-2021,CA,934546399,Public,42,84,143188,45,87,180546,-,-, -,-,-, -,-,-, -
111300,ANTELOPE VALLEY COLLEGE,2020-2021,CA,935365426,Public,353,1105,1209433,329,1114,1328277,-,-, -,2,4,12577,-,-, -
111600,ART CENTER COLLEGE OF DESIGN,2020-2021,CA,911031999,Private-Nonprofit,775,1479,3267264,700,1336,2678811,45,90,914000,124,233,3222512,20,44,559588
111700,AZUSA PACIFIC UNIVERSITY,2020-2021,CA,917027000,Private-Nonprofit,1843,3840,8416139,1769,3727,8033506,3119,6926,53632907,529,1011,9928799,1762,4575,30486957
111800,BAKERSFIELD COLLEGE,2020-2021,CA,933051299,Public,163,481,549519,153,485,688341,-,-, -,2,6,18663,-,-, -
111900,BARSTOW COMMUNITY COLLEGE,2020-2021,CA,923116608,Public,256,462,777690,-,-, -,-,-, -,-,-, -,-,-, -
112000,BERKELEY SCHOOL OF THEOLOGY,2020-2021,CA,947043029,Private-Nonprofit,-,-, -,-,-, -,9,14,143460,-,-, -,1,2,26000
112200,BIOLA UNIVERSITY,2020-2021,CA,906390001,Private-Nonprofit,1555,2772,6394325,1587,2889,5444847,497,896,7844445,332,600,6154596,68,143,1242512
112400,CABRILLO COLLEGE,2020-2021,CA,950033194,Public,84,175,300327,82,163,418811,-,-, -,-,-, -,-,-, -
112500,CALIFORNIA BAPTIST UNIVERSITY,2020-2021,CA,925043297,Private-Nonprofit,5185,10156,22889371,5030,10063,21150729,2713,6132,43039486,925,1875,18843015,663,1605,13093377
112700,CALIFORNIA COLLEGE OF THE ARTS,2020-2021,CA,941072206,Private-Nonprofit,331,636,1421436,310,592,1080552,101,196,1874518,98,185,2184545,59,111,1507452
113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,2020-2021,CA,911250001,Private-Nonprofit,12,36,24893,36,105,206774,1,3,17000,19,57,631199,-,-, -
113200,CALIFORNIA INSTITUTE OF THE ARTS,2020-2021,CA,913552397,Private-Nonprofit,284,531,1262664,268,517,928878,183,342,3558754,129,233,4129562,106,206,2559905
113300,CALIFORNIA LUTHERAN UNIVERSITY,2020-2021,CA,913602787,Private-Nonprofit,1285,2521,5708262,1283,2617,4861130,668,1796,11992746,446,866,8332291,78,198,1313449
113400,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY,2020-2021,CA,945908181,Public,299,607,1262775,344,704,1426125,11,27,148989,111,233,1858310,-,-, -
113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",2020-2021,CA,928313599,Public,6477,11857,26597640,5368,10094,22209886,1480,2949,20973131,167,306,2268521,94,189,1758902
113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",2020-2021,CA,945423000,Public,3697,6616,16650850,2902,5304,14267969,752,1419,11452967,100,189,1282739,33,62,311310
113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",2020-2021,CA,908400006,Public,7443,13441,31952998,5559,10320,24218168,1761,3442,25939430,148,287,2060486,91,181,894155
114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",2020-2021,CA,900324226,Public,4245,7699,18244765,2901,5285,14010597,1301,2489,18994952,19,36,222054,85,165,1212250
114100,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",2020-2021,CA,907470001,Public,3291,5994,14317069,2333,4283,11396236,825,1767,12146681,63,127,720128,45,97,764833
114200,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",2020-2021,CA,924072397,Public,3450,6282,14752930,2505,4780,11555121,1119,2197,16042278,76,156,769161,51,86,499381
114300,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,2020-2021,CA,934070001,Public,3356,9491,13992214,3827,11076,15932322,285,755,4349350,1958,5610,33963837,23,60,301394
114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",2020-2021,CA,917682500,Public,5522,10283,24238809,4590,8707,20401602,626,1194,9810793,132,255,1921561,38,66,383026
114600,"CALIFORNIA STATE UNIVERSITY, CHICO",2020-2021,CA,959290001,Public,4786,9756,20208639,3876,7390,12545812,369,818,4685110,260,535,3198803,9,14,64353
114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",2020-2021,CA,937408026,Public,4114,7437,17234165,3089,5681,12863768,840,1537,11728882,82,154,1081031,40,71,432891
114900,HUMBOLDT STATE UNIVERSITY,2020-2021,CA,955218299,Public,2231,4055,9518063,1891,3420,7685276,246,495,3528562,113,221,1462416,14,20,101389
115000,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,2020-2021,CA,958196044,Public,6778,12041,29496094,4960,9028,22233981,935,1776,13654085,772,1477,9280865,41,85,521545
115100,SAN DIEGO STATE UNIVERSITY,2020-2021,CA,921821690,Public,4586,8930,19966420,5044,10064,23291146,1382,2811,19894696,1501,3034,25420878,220,485,2101074
115300,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",2020-2021,CA,913308307,Public,6949,13052,30765894,5449,10329,24609600,2102,4250,33904616,62,122,783579,247,476,3126556
115400,SAN FRANCISCO STATE UNIVERSITY,2020-2021,CA,941321740,Public,5314,9745,22763841,4318,8045,18393606,905,1732,13922237,1099,2184,15864610,457,852,4411286
115500,SAN JOSE STATE UNIVERSITY,2020-2021,CA,951920036,Public,4908,9009,20899906,3772,7055,15763796,2047,3791,29155349,867,1686,11551162,712,1375,5930753
115600,SONOMA STATE UNIVERSITY,2020-2021,CA,949283609,Public,1520,2717,6309530,1495,2770,6468818,202,400,3302017,463,872,6012844,12,22,111178
115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",2020-2021,CA,953820299,Public,2238,3940,9233013,1557,2808,6827183,423,776,5927242,115,217,1202124,11,17,102152
116100,CERRITOS COMMUNITY COLLEGE,2020-2021,CA,906506296,Public,418,782,1426193,477,888,2383466,-,-, -,-,-, -,-,-, -
116200,CHABOT COLLEGE,2020-2021,CA,945452400,Public,73,141,277377,62,122,308055,-,-, -,-,-, -,-,-, -
116300,CHAFFEY COMMUNITY COLLEGE,2020-2021,CA,917379400,Public,24,46,56141,24,45,83091,-,-, -,-,-, -,-,-, -
116400,CHAPMAN UNIVERSITY,2020-2021,CA,928661099,Private-Nonprofit,2179,4180,9526447,2099,4120,6465735,1433,3125,30988299,1160,2345,28382255,1105,2734,39009123
116500,CHURCH DIVINITY SCHOOL OF THE PACIFIC,2020-2021,CA,947091217,Private-Nonprofit,-,-, -,-,-, -,8,15,114180,-,-, -,-,-, -
116600,CITRUS COLLEGE,2020-2021,CA,917411899,Public,98,181,300959,94,188,414280,-,-, -,5,9,42872,-,-, -
116900,CLAREMONT GRADUATE UNIVERSITY,2020-2021,CA,917116163,Private-Nonprofit,-,-, -,-,-, -,790,1435,14120908,-,-, -,505,1194,13350805
117000,CLAREMONT MCKENNA COLLEGE,2020-2021,CA,917116400,Private-Nonprofit,134,260,500202,42,79,146698,-,-, -,38,67,1131383,-,-, -
117100,HARVEY MUDD COLLEGE,2020-2021,CA,917115990,Private-Nonprofit,202,389,789006,240,459,978082,-,-, -,36,67,972364,-,-, -
117200,PITZER COLLEGE,2020-2021,CA,917116101,Private-Nonprofit,216,398,885920,58,107,186139,-,-, -,39,65,1215915,-,-, -
117300,POMONA COLLEGE,2020-2021,CA,917116301,Private-Nonprofit,22,41,63521,58,114,288840,-,-, -,16,32,317987,-,-, -
117400,SCRIPPS COLLEGE,2020-2021,CA,917113948,Private-Nonprofit,130,224,494980,45,78,242285,-,-, -,27,50,714710,-,-, -
117600,WEST HILLS COMMUNITY COLLEGE,2020-2021,CA,932101399,Public,7,31,21250,6,28,24000,-,-, -,-,-, -,-,-, -
117700,UNIVERSITY OF SILICON VALLEY,2020-2021,CA,951341697,Proprietary,307,751,1492707,314,797,1415714,5,16,68670,131,353,1996307,-,-, -
117800,COLLEGE OF MARIN,2020-2021,CA,949042590,Public,21,45,84750,23,47,128910,-,-, -,-,-, -,-,-, -
117900,NOTRE DAME DE NAMUR UNIVERSITY,2020-2021,CA,940021997,Private-Nonprofit,123,186,477571,131,207,594517,152,273,2706310,13,23,306128,15,25,229470
118100,COLLEGE OF SAN MATEO,2020-2021,CA,944023784,Public,33,65,113402,30,58,123735,-,-, -,2,4,36711,-,-, -
118200,COLLEGE OF THE DESERT,2020-2021,CA,922609305,Public,6,12,11500,6,14,16750,-,-, -,-,-, -,-,-, -
118300,HOLY NAMES UNIVERSITY,2020-2021,CA,946191699,Private-Nonprofit,392,732,1653045,417,797,1530863,219,476,4684963,59,120,879781,44,81,640743
118500,COLLEGE OF THE REDWOODS,2020-2021,CA,955019300,Public,185,353,648662,157,323,660567,-,-, -,4,7,50269,-,-, -
118600,COLLEGE OF THE SEQUOIAS,2020-2021,CA,932772234,Public,64,128,210386,28,57,111585,-,-, -,-,-, -,-,-, -
118700,COLLEGE OF THE SISKIYOUS,2020-2021,CA,960942899,Public,83,162,256983,93,196,364577,-,-, -,9,18,106134,-,-, -
119000,CONTRA COSTA COLLEGE,2020-2021,CA,948063195,Public,91,172,258417,91,171,393401,-,-, -,-,-, -,-,-, -
119100,DIABLO VALLEY COLLEGE,2020-2021,CA,945231544,Public,180,576,564829,165,560,668995,-,-, -,3,5,35650,-,-, -
119200,CUESTA COLLEGE,2020-2021,CA,934038106,Public,209,478,695735,230,538,1062177,-,-, -,8,16,111351,-,-, -
119300,CYPRESS COLLEGE,2020-2021,CA,906305897,Public,169,324,554074,151,293,692768,-,-, -,-,-, -,-,-, -
119600,DOMINICAN UNIVERSITY OF CALIFORNIA,2020-2021,CA,949012298,Private-Nonprofit,690,1317,3120157,741,1455,2738157,259,555,5164018,237,466,6088125,116,271,3397898
119700,EL CAMINO COLLEGE,2020-2021,CA,905060002,Public,169,496,454577,174,508,622976,-,-, -,-,-, -,-,-, -
119900,FOOTHILL COLLEGE,2020-2021,CA,940224597,Public,286,732,870416,248,636,1098132,-,-, -,-,-, -,-,-, -
120000,FULLER THEOLOGICAL SEMINARY,2020-2021,CA,911820002,Private-Nonprofit,-,-, -,1,3,8884,348,845,5182854,-,-, -,118,193,1327589
120100,FULLERTON COLLEGE,2020-2021,CA,928322095,Public,616,1138,1857805,528,976,2396091,-,-, -,-,-, -,-,-, -
120200,GAVILAN COLLEGE,2020-2021,CA,950209599,Public,4,8,12224,2,4,3308,-,-, -,1,2,20869,-,-, -
120300,GLENDALE COMMUNITY COLLEGE,2020-2021,CA,912082894,Public,230,406,901088,148,270,846179,-,-, -,4,8,33585,-,-, -
120500,GOLDEN GATE UNIVERSITY,2020-2021,CA,941052967,Private-Nonprofit,128,276,652678,129,278,967011,622,1351,12899695,-,-, -,250,614,7877023
120600,GOLDEN WEST COLLEGE,2020-2021,CA,926472748,Public,140,224,431353,119,201,453042,-,-, -,2,3,15000,-,-, -
120700,GRADUATE THEOLOGICAL UNION,2020-2021,CA,947091212,Private-Nonprofit,-,-, -,-,-, -,40,73,594319,-,-, -,7,16,137001
120800,GROSSMONT COLLEGE,2020-2021,CA,920201799,Public,121,236,373801,72,148,303027,-,-, -,-,-, -,-,-, -
120900,HARTNELL COMMUNITY COLLEGE,2020-2021,CA,939011697,Public,14,27,54063,11,22,45595,-,-, -,-,-, -,-,-, -
121200,HUMPHREYS UNIVERSITY,2020-2021,CA,952073896,Private-Nonprofit,174,1041,682772,166,896,864505,125,659,1976868,5,30,74939,6,28,72129
121500,LA SIERRA UNIVERSITY,2020-2021,CA,925153332,Private-Nonprofit,840,2322,3512699,832,2349,2812214,252,712,3868603,180,535,2612501,81,233,1098506
121600,UNIVERSITY OF LA VERNE,2020-2021,CA,917504443,Private-Nonprofit,2425,4811,10237211,2243,4499,9187374,2084,4710,36334254,392,747,6769230,522,1189,10765675
121700,LASSEN COLLEGE,2020-2021,CA,961303000,Public,10,28,25374,10,26,24435,-,-, -,2,6,5500,-,-, -
121800,LOMA LINDA UNIVERSITY,2020-2021,CA,923500001,Private-Nonprofit,632,1635,2929636,636,1730,3283582,1728,4256,50316760,72,192,2012734,1290,3296,47452722
121900,LONG BEACH CITY COLLEGE,2020-2021,CA,908081780,Public,334,634,1143476,341,648,1573936,-,-, -,-,-, -,-,-, -
122000,MASTER'S UNIVERSITY AND SEMINARY (THE),2020-2021,CA,913211200,Private-Nonprofit,524,1080,2133538,551,1123,1930040,58,119,637914,82,156,1569174,-,-, -
122300,LOS ANGELES CITY COLLEGE,2020-2021,CA,900293588,Public,383,798,1397532,455,932,2300777,-,-, -,3,5,30729,-,-, -
122400,LOS ANGELES HARBOR COLLEGE,2020-2021,CA,907442397,Public,23,46,77200,26,51,93950,-,-, -,-,-, -,-,-, -
122600,LOS ANGELES PIERCE COLLEGE,2020-2021,CA,913710001,Public,389,796,1523897,418,845,2149691,-,-, -,1,2,7120,-,-, -
122700,LOS ANGELES TRADE-TECHNICAL COLLEGE,2020-2021,CA,900154181,Public,100,192,350097,97,186,435201,-,-, -,1,2,23000,-,-, -
122800,LOS ANGELES VALLEY COLLEGE,2020-2021,CA,914014096,Public,143,281,509526,142,282,674803,-,-, -,-,-, -,-,-, -
122900,SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES,2020-2021,CA,906044051,Private-Nonprofit,102,139,210222,116,157,442705,870,3654,30578323,-,-, -,434,1064,10406561
123000,MARSHALL B. KETCHUM UNIVERSITY,2020-2021,CA,928311699,Private-Nonprofit,-,-, -,-,-, -,471,1519,16183961,-,-, -,389,1241,10407045
123200,AMERICAN RIVER COLLEGE,2020-2021,CA,958414286,Public,913,1713,3107478,876,1635,4135567,-,-, -,-,-, -,-,-, -
123300,SACRAMENTO CITY COLLEGE,2020-2021,CA,958221386,Public,782,1462,2653268,743,1404,3459101,-,-, -,-,-, -,-,-, -
123600,MENLO COLLEGE,2020-2021,CA,940274301,Private-Nonprofit,283,551,1223182,264,520,821114,-,-, -,65,123,1299972,-,-, -
123700,MERCED COLLEGE,2020-2021,CA,953482898,Public,29,60,83838,23,43,70724,-,-, -,-,-, -,-,-, -
123800,MILLS COLLEGE,2020-2021,CA,946131301,Private-Nonprofit,305,568,1329636,290,554,1129523,229,423,4028742,20,40,374525,65,134,1226925
123900,MIRACOSTA COLLEGE,2020-2021,CA,920563899,Public,234,740,785907,201,725,1012147,-,-, -,-,-, -,-,-, -
124000,MODESTO JUNIOR COLLEGE,2020-2021,CA,953505800,Public,12,42,42500,2,8,10500,-,-, -,-,-, -,-,-, -
124200,MONTEREY PENINSULA COLLEGE,2020-2021,CA,939404799,Public,71,230,261525,65,202,280330,-,-, -,5,15,107500,-,-, -
124300,MOUNT SAINT MARY'S UNIVERSITY,2020-2021,CA,900491599,Private-Nonprofit,1432,2802,5925822,1344,2695,5251590,475,1239,8920420,387,803,5237679,190,486,5161577
124500,MOUNT SAN ANTONIO COLLEGE,2020-2021,CA,917891399,Public,102,323,360293,103,333,444018,-,-, -,2,8,11300,-,-, -
124600,MT. SAN JACINTO COLLEGE,2020-2021,CA,925832399,Public,9,18,34885,6,12,25907,-,-, -,-,-, -,-,-, -
124700,NAPA VALLEY COLLEGE,2020-2021,CA,945586236,Public,31,61,107287,28,55,126684,-,-, -,-,-, -,-,-, -
124900,OCCIDENTAL COLLEGE,2020-2021,CA,900413314,Private-Nonprofit,478,869,1871213,490,888,1660020,-,-, -,90,158,1997632,-,-, -
125000,ORANGE COAST COLLEGE,2020-2021,CA,926285005,Public,298,439,960193,274,425,1088185,-,-, -,16,30,234203,-,-, -
125100,OTIS COLLEGE OF ART AND DESIGN,2020-2021,CA,900453505,Private-Nonprofit,472,910,2128506,446,891,1500724,24,48,500100,207,396,5634298,9,20,217131
125200,HOPE INTERNATIONAL UNIVERSITY,2020-2021,CA,928313104,Private-Nonprofit,232,254,594550,222,243,568898,240,368,3026376,16,17,133210,11,16,139792
